"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@Tesla @elonmusk My name is Madaki Isyaku, Pencil Artist from Nigeria, I made this pencil portrait of @elonmusk, it… https://t.co/yuGI4R52y6",FALSE,0,"Tesla",2022-04-29 21:53:58,TRUE,"1520155279769317377","1520159482613014529","13298072","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Isyakumadaki",0,FALSE,FALSE,NA,NA
"RT @Salvador209area: #shibadoge #TwitterCEO #SHIBADOGEARMY https://t.co/cFah6LGqNy",FALSE,0,NA,2022-04-29 21:48:57,FALSE,NA,"1520158218403516417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","21brother",4,TRUE,FALSE,NA,NA
"RT @OwaisRabbani: Indeed a great happening and I will recommend this for everyone everywhere. @elonmusk  <U+0001F44D>Let's make Twitter fair and free…",FALSE,0,NA,2022-04-29 21:07:11,FALSE,NA,"1520147709365301249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iamanas50",2,TRUE,FALSE,NA,NA
"RT @sharjeel313: Oh my gosh!.... Elon Musk just changed the color of the like button on twitter from<U+0001F499> blue to red <U+2665><U+FE0F> 

#dogecoin  #bitcoins…",FALSE,0,NA,2022-04-29 20:33:05,FALSE,NA,"1520139126078676993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SobiaArslan4",26,TRUE,FALSE,NA,NA
"RT @FederalLight: port harcourt selfcontained house for rent near me Rumuekini #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #rap #b…",FALSE,0,NA,2022-04-29 20:24:32,FALSE,NA,"1520136976330018817",NA,"<a href=""https://sirbacommunication.com"" rel=""nofollow"">Bot Retweet App</a>","BotNiger",5,TRUE,FALSE,NA,NA
"RT @FederalLight: port harcourt selfcontained house for rent near me Rumuekini #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #rap #b…",FALSE,0,NA,2022-04-29 20:08:03,FALSE,NA,"1520132826661892096",NA,"<a href=""https://vir0z4.com"" rel=""nofollow"">Apple Retweet Bot</a>","AppleRetweetBot",5,TRUE,FALSE,NA,NA
"RT @FederalLight: port harcourt selfcontained house for rent near me Rumuekini #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #rap #b…",FALSE,0,NA,2022-04-29 20:07:22,FALSE,NA,"1520132657111261184",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",5,TRUE,FALSE,NA,NA
"RT @FederalLight: port harcourt selfcontained house for rent near me Rumuekini #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #rap #b…",FALSE,0,NA,2022-04-29 20:07:22,FALSE,NA,"1520132657081982978",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",5,TRUE,FALSE,NA,NA
"port harcourt selfcontained house for rent near me Rumuekini #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou… https://t.co/Zw8AKG26n6",FALSE,2,NA,2022-04-29 20:06:45,TRUE,NA,"1520132498969276417",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",5,FALSE,FALSE,NA,NA
"RT @FederalLight: for rent for: self contain port harcourt #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #benin #PH…",FALSE,0,NA,2022-04-29 20:06:22,FALSE,NA,"1520132404773625861",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"RT @FederalLight: for rent for: self contain port harcourt #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #benin #PH…",FALSE,0,NA,2022-04-29 20:06:22,FALSE,NA,"1520132404706516993",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"for rent for: self contain port harcourt #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap… https://t.co/gzwefO53rQ",FALSE,1,NA,2022-04-29 20:05:47,TRUE,NA,"1520132257939439616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",3,FALSE,FALSE,NA,NA
"RT @FederalLight: Pop ceiling self contain room to rent #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #benin #Cance…",FALSE,0,NA,2022-04-29 20:05:22,FALSE,NA,"1520132152830087169",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"Pop ceiling self contain room to rent #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #benin… https://t.co/GMwSQSfEfk",FALSE,2,NA,2022-04-29 20:05:17,TRUE,NA,"1520132130487128066",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",3,FALSE,FALSE,NA,NA
"RT @FederalLight: Self contain (single rooms) for rent #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #benin #Cancer…",FALSE,0,NA,2022-04-29 20:04:22,FALSE,NA,"1520131900962226178",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",2,TRUE,FALSE,NA,NA
"Self contain (single rooms) for rent #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #benin… https://t.co/NpuZSEJvT3",FALSE,1,NA,2022-04-29 20:04:18,TRUE,NA,"1520131886093422595",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",2,FALSE,FALSE,NA,NA
"more tags: #RIPTwitter • #TwitterCEO • #ElonMusk • #ElonMuskBuyTwitter • #ElonMuskTwitter • #Twittersold • Twitter… https://t.co/rScpfRaAwJ",FALSE,0,"imlaricca",2022-04-29 19:56:55,TRUE,"1520130020185976840","1520130024279531520","1462811719772905485","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imlaricca",0,FALSE,FALSE,NA,NA
"@__Kimberly1 @elonmusk Yippee!!! Wheeee!!!! <U+0001F923>

#ElonMuskTwitter #Twitter 
#TwitterCEO <U+0001F1FA><U+0001F1F2><U+0001F44D>",FALSE,1,"__Kimberly1",2022-04-29 19:52:39,FALSE,"1520079161301385217","1520128952416702464","3028493620","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheVirgoPoet",0,FALSE,FALSE,NA,NA
"RT @Debrapearlz: $Marvin is still under heavy discount and guess what?

Once again scared money gonna miss this opportunity and won't make…",FALSE,0,NA,2022-04-29 19:48:54,FALSE,NA,"1520128009776340993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shrek94209720",19,TRUE,FALSE,NA,NA
"RT @TolypeeI: I think it's good to check any information with many sources.

https://t.co/c1XM8F0Tbi

#ChickenRepublic #TwitterCEO #CONGRAT…",FALSE,0,NA,2022-04-29 19:44:51,FALSE,NA,"1520126991080595456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","OsbornFrank2",1,TRUE,FALSE,NA,NA
"RT @FederalLight: apartment for rent port Harcourt Nigeria  #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #benin  #…",FALSE,0,NA,2022-04-29 19:35:20,FALSE,NA,"1520124596367859712",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"RT @FederalLight: Self Contain to Let in Port Harcourt #RestInPeace #Cocaine #dogs #Endsars #Apple  #ObaofBenin #rap #benin #Cancer #portha…",FALSE,0,NA,2022-04-29 19:35:20,FALSE,NA,"1520124596363702272",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"RT @FederalLight: Self Contain to Let in Port Harcourt #RestInPeace #Cocaine #dogs #Endsars #Apple  #ObaofBenin #rap #benin #Cancer #portha…",FALSE,0,NA,2022-04-29 19:35:20,FALSE,NA,"1520124596288208897",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"RT @FederalLight: apartment for rent port Harcourt Nigeria  #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #benin  #…",FALSE,0,NA,2022-04-29 19:35:20,FALSE,NA,"1520124596288200704",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"Self Contain to Let in Port Harcourt #RestInPeace #Cocaine #dogs #Endsars #Apple  #ObaofBenin #rap #benin #Cancer… https://t.co/r6yQHHRhMq",FALSE,1,NA,2022-04-29 19:35:10,TRUE,NA,"1520124550905831425",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",3,FALSE,FALSE,NA,NA
"apartment for rent port Harcourt Nigeria  #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap… https://t.co/0QYBFslx87",FALSE,1,NA,2022-04-29 19:34:28,TRUE,NA,"1520124377626513408",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",3,FALSE,FALSE,NA,NA
"RT @FederalLight: Flats to Let in Rumuekini, Port Harcourt, Rivers State https://t.co/gqKarWLTyX via @pinterest #benin #Cancer #portharcour…",FALSE,0,NA,2022-04-29 19:34:20,FALSE,NA,"1520124344525111303",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",1,TRUE,FALSE,NA,NA
"Flats to Let in Rumuekini, Port Harcourt, Rivers State https://t.co/gqKarWLTyX via @pinterest #benin #Cancer… https://t.co/svFveRKmU7",FALSE,1,NA,2022-04-29 19:33:21,TRUE,NA,"1520124096205447168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",1,FALSE,FALSE,NA,NA
"RT @FederalLight: Federal light single self-contained room available for rent https://t.co/e4XNctfmCN via @pinterest #RestInPeace #Cocaine…",FALSE,0,NA,2022-04-29 19:31:20,FALSE,NA,"1520123588732407808",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",2,TRUE,FALSE,NA,NA
"Federal light single self-contained room available for rent https://t.co/e4XNctfmCN via @pinterest #RestInPeace… https://t.co/9Y08SQmSzB",FALSE,1,NA,2022-04-29 19:31:18,TRUE,NA,"1520123581061120001",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",2,FALSE,FALSE,NA,NA
"Deformed News EP #2
https://t.co/e51nFw28Xx
#twittersold #ElonMusk #king #TwitterCEO #nft #nfts #NFTCommunity… https://t.co/wkjwxYrHqV",FALSE,1,NA,2022-04-29 19:28:06,TRUE,NA,"1520122772621766656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","deformedtv",1,FALSE,FALSE,NA,NA
"@_NftCollectors @cybotz_nft Deformed News EP #2
https://t.co/e51nFw28Xx
#twittersold #ElonMusk #king #TwitterCEO… https://t.co/mPz58xrina",FALSE,1,"_NftCollectors",2022-04-29 19:27:24,TRUE,"1520099049516539905","1520122597975162882","1444067049697841152","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","deformedtv",0,FALSE,FALSE,NA,NA
"@laruaband ""PRETTY BIRD""
DROPPED
https://t.co/e51nFw28Xx
#twittersold #ElonMusk #king #TwitterCEO #nft #nfts… https://t.co/yg3AxZX2pJ",FALSE,1,"laruaband",2022-04-29 19:26:22,TRUE,"1520120594943160321","1520122339505352704","2285106277","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","deformedtv",0,FALSE,FALSE,NA,NA
"RT @FederalLight: A standard self contained for rent with pop ceiling all round east west road rumuosi   #dogs #Endsars #Apple #Cotonou #Ob…",FALSE,0,NA,2022-04-29 19:24:50,FALSE,NA,"1520121950705704964",NA,"<a href=""https://sirbacommunication.com"" rel=""nofollow"">Bot Retweet App</a>","BotNiger",5,TRUE,FALSE,NA,NA
"RT @FederalLight: Studio Apartment in Uyo for rent in Akwa Ibom State #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap…",FALSE,0,NA,2022-04-29 19:24:42,FALSE,NA,"1520121916668981254",NA,"<a href=""https://sirbacommunication.com"" rel=""nofollow"">Bot Retweet App</a>","BotNiger",4,TRUE,FALSE,NA,NA
"RT @FederalLight: Houses &amp; Apartments for Rent! best deals in Rumuekini #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #r…",FALSE,0,NA,2022-04-29 19:24:38,FALSE,NA,"1520121903582785537",NA,"<a href=""https://sirbacommunication.com"" rel=""nofollow"">Bot Retweet App</a>","BotNiger",4,TRUE,FALSE,NA,NA
"RT @FederalLight: Newly Built Room And Parlour Self Contain For Rent https://t.co/O7f9cYXqFa via @pinterest #benin #PHtwittercommunity #Can…",FALSE,0,NA,2022-04-29 19:24:32,FALSE,NA,"1520121877917745152",NA,"<a href=""https://sirbacommunication.com"" rel=""nofollow"">Bot Retweet App</a>","BotNiger",2,TRUE,FALSE,NA,NA
"RT @FederalLight: A standard self contained for rent with pop ceiling all round east west road rumuosi   #dogs #Endsars #Apple #Cotonou #Ob…",FALSE,0,NA,2022-04-29 19:07:53,FALSE,NA,"1520117684297515009",NA,"<a href=""https://vir0z4.com"" rel=""nofollow"">Apple Retweet Bot</a>","AppleRetweetBot",5,TRUE,FALSE,NA,NA
"RT @FederalLight: A standard self contained for rent with pop ceiling all round east west road rumuosi   #dogs #Endsars #Apple #Cotonou #Ob…",FALSE,0,NA,2022-04-29 19:05:19,FALSE,NA,"1520117040002093058",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",5,TRUE,FALSE,NA,NA
"RT @FederalLight: Studio Apartment in Uyo for rent in Akwa Ibom State #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap…",FALSE,0,NA,2022-04-29 19:05:19,FALSE,NA,"1520117039985270785",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",4,TRUE,FALSE,NA,NA
"RT @FederalLight: Studio Apartment in Uyo for rent in Akwa Ibom State #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap…",FALSE,0,NA,2022-04-29 19:05:19,FALSE,NA,"1520117039976923136",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",4,TRUE,FALSE,NA,NA
"RT @FederalLight: A standard self contained for rent with pop ceiling all round east west road rumuosi   #dogs #Endsars #Apple #Cotonou #Ob…",FALSE,0,NA,2022-04-29 19:05:19,FALSE,NA,"1520117039976886272",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",5,TRUE,FALSE,NA,NA
"A standard self contained for rent with pop ceiling all round east west road rumuosi   #dogs #Endsars #Apple… https://t.co/viskURWRus",FALSE,1,NA,2022-04-29 19:05:01,TRUE,NA,"1520116966119329793",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",5,FALSE,FALSE,NA,NA
"Studio Apartment in Uyo for rent in Akwa Ibom State #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou… https://t.co/r90sdPiv3D",FALSE,1,NA,2022-04-29 19:04:28,TRUE,NA,"1520116826952318983",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",4,FALSE,FALSE,NA,NA
"RT @FederalLight: Houses &amp; Apartments for Rent! best deals in Rumuekini #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #r…",FALSE,0,NA,2022-04-29 19:04:19,FALSE,NA,"1520116787802685440",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",4,TRUE,FALSE,NA,NA
"RT @FederalLight: Houses &amp; Apartments for Rent! best deals in Rumuekini #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBenin #r…",FALSE,0,NA,2022-04-29 19:04:19,FALSE,NA,"1520116787622391808",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",4,TRUE,FALSE,NA,NA
"Houses &amp; Apartments for Rent! best deals in Rumuekini #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou… https://t.co/UbmDlb78QS",FALSE,1,NA,2022-04-29 19:03:52,TRUE,NA,"1520116673927430145",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",4,FALSE,FALSE,NA,NA
"RT @FederalLight: Newly Built Room And Parlour Self Contain For Rent https://t.co/O7f9cYXqFa via @pinterest #benin #PHtwittercommunity #Can…",FALSE,0,NA,2022-04-29 19:03:19,FALSE,NA,"1520116536140312582",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",2,TRUE,FALSE,NA,NA
"Newly Built Room And Parlour Self Contain For Rent https://t.co/O7f9cYXqFa via @pinterest #benin… https://t.co/umPyI0y4Bn",FALSE,2,NA,2022-04-29 19:03:15,TRUE,NA,"1520116521929957380",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",2,FALSE,FALSE,NA,NA
"RT @Isyakumadaki: My name is Madaki Isyaku, Pencil Artist from Nigeria, I made this pencil portrait of @elonmusk, it took me 24
hours, plea…",FALSE,0,NA,2022-04-29 19:01:21,FALSE,NA,"1520116043125080065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aameeynatuuh",9,TRUE,FALSE,NA,NA
"@elonmusk still talking about left and right yet we all know @TwitterMENA used to imprisoned people from Saudi Arab… https://t.co/CuqSqzQw8Y",FALSE,0,"elonmusk",2022-04-29 19:01:19,TRUE,NA,"1520116033574612992","44196397","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mben2h",0,FALSE,FALSE,NA,NA
"RT @FederalLight: how to buy office space genuine lands shops apartments houses warehouse for sale #RestInPeace #Cocaine #dogs #Endsars #Ap…",FALSE,0,NA,2022-04-29 19:01:19,FALSE,NA,"1520116032379183106",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",5,TRUE,FALSE,NA,NA
"RT @FederalLight: how to buy office space genuine lands shops apartments houses warehouse for sale #RestInPeace #Cocaine #dogs #Endsars #Ap…",FALSE,0,NA,2022-04-29 19:01:19,FALSE,NA,"1520116032366686208",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",5,TRUE,FALSE,NA,NA
"RT @FederalLight: how to buy office space genuine lands shops apartments houses warehouse for sale #RestInPeace #Cocaine #dogs #Endsars #Ap…",FALSE,0,NA,2022-04-29 19:01:19,FALSE,NA,"1520116032312168449",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",5,TRUE,FALSE,NA,NA
"RT @FederalLight: how to buy office space genuine lands shops apartments houses warehouse for sale #RestInPeace #Cocaine #dogs #Endsars #Ap…",FALSE,0,NA,2022-04-29 19:01:06,FALSE,NA,"1520115977891061762",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">CreatorRetweets</a>","phone12s_i",5,TRUE,FALSE,NA,NA
"how to buy office space genuine lands shops apartments houses warehouse for sale #RestInPeace #Cocaine #dogs… https://t.co/o3okf0xlax",FALSE,2,NA,2022-04-29 19:00:18,TRUE,NA,"1520115779953377281",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",5,FALSE,FALSE,NA,NA
"RT @FederalLight: self contain room to rent rumuekini road port Harcourt #RestInPeace #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #beni…",FALSE,0,NA,2022-04-29 18:59:18,FALSE,NA,"1520115528265867264",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"RT @FederalLight: self contain room to rent rumuekini road port Harcourt #RestInPeace #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #beni…",FALSE,0,NA,2022-04-29 18:59:18,FALSE,NA,"1520115528261681156",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"self contain room to rent rumuekini road port Harcourt #RestInPeace #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap… https://t.co/vsBvYryqeu",FALSE,1,NA,2022-04-29 18:59:11,TRUE,NA,"1520115496422629378",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",3,FALSE,FALSE,NA,NA
"RT @FederalLight: Pop ceiling self contain room #RestInPeace  #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #benin #Cancer #FarahDagogo #…",FALSE,0,NA,2022-04-29 18:58:19,FALSE,NA,"1520115276817313796",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"RT @FederalLight: Pop ceiling self contain room #RestInPeace  #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #benin #Cancer #FarahDagogo #…",FALSE,0,NA,2022-04-29 18:58:19,FALSE,NA,"1520115276746006529",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"Pop ceiling self contain room #RestInPeace  #dogs #Endsars #Apple #Cotonou #ObaofBenin #rap #benin #Cancer… https://t.co/VYbLhB8ns2",FALSE,1,NA,2022-04-29 18:57:57,TRUE,NA,"1520115185540907009",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",3,FALSE,FALSE,NA,NA
"RT @FederalLight: Pop ceiling self contain room to rent at rumuosi junction #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBeni…",FALSE,0,NA,2022-04-29 18:57:18,FALSE,NA,"1520115025008115713",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"RT @FederalLight: Pop ceiling self contain room to rent at rumuosi junction #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou #ObaofBeni…",FALSE,0,NA,2022-04-29 18:57:18,FALSE,NA,"1520115024924192768",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">wasexo</a>","BWasexo",3,TRUE,FALSE,NA,NA
"Pop ceiling self contain room to rent at rumuosi junction #RestInPeace #Cocaine #dogs #Endsars #Apple #Cotonou… https://t.co/u07GFFmRfv",FALSE,1,NA,2022-04-29 18:56:52,TRUE,NA,"1520114913032777730",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FederalLight",3,FALSE,FALSE,NA,NA
"RT @Dogitter_NFT: <U+0001F415> Dogitter is coming ! 
Giving away 1000 WLs ! FREE MINT !

To Enter
1<U+FE0F><U+20E3>Follow @Dogitter_NFT 
2<U+FE0F><U+20E3>RT and <U+2764><U+FE0F> 
3<U+FE0F><U+20E3>Tag 3 fren…",FALSE,0,NA,2022-04-29 18:55:58,FALSE,NA,"1520114686338949121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MedicineManWalk",442,TRUE,FALSE,NA,NA
"#Liberals after hearing #elonmuskboughttwitter … 

#twittersold #TwitterTakeover #TwitterCEO #ElonMuskOwnsTwitter… https://t.co/cL25cgRcNK",FALSE,1,NA,2022-04-29 18:47:03,TRUE,NA,"1520112444621922305",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RobotAfro",0,FALSE,FALSE,NA,NA
"RT @glamsham: Did you guys loved Pratik Sehajpal's Dua Karo song? <U+0001F60D><U+0001F49C>

Elon Musk is the new CEO of Twitter

#glamsham #PratikSehajpal #Prati…",FALSE,0,NA,2022-04-29 18:38:55,FALSE,NA,"1520110397743075334",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Shivaro91368471",602,TRUE,FALSE,NA,NA
"@realLizUSA @Twitter #TwitterCEO   This is Donald Trump writing his tweets but using a name of Liz Harrington..",FALSE,0,"realLizUSA",2022-04-29 18:23:55,FALSE,"1520066677920178177","1520106621585793030","757832485","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NeWeathereye",0,FALSE,FALSE,NA,NA
"RT @DiprajJadhav44: Elon Musk First day at Twitter Office.
#TwitterCEO #ElonMusk #meme https://t.co/EcT5yJkY1V",FALSE,0,NA,2022-04-29 18:17:57,FALSE,NA,"1520105121429868544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ecshai",50,TRUE,FALSE,NA,NA
"RT @glamsham: Did you guys loved Pratik Sehajpal's Dua Karo song? <U+0001F60D><U+0001F49C>

Elon Musk is the new CEO of Twitter

#glamsham #PratikSehajpal #Prati…",FALSE,0,NA,2022-04-29 18:16:54,FALSE,NA,"1520104854311817216",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lakshayi_",602,TRUE,FALSE,NA,NA
"RT @DiprajJadhav44: Elon Musk First day at Twitter Office.
#TwitterCEO #ElonMusk #meme https://t.co/EcT5yJkY1V",FALSE,0,NA,2022-04-29 18:16:18,FALSE,NA,"1520104703425609728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adityashejwal_",50,TRUE,FALSE,NA,NA
"RT @Salvador209area: #shibadoge #TwitterCEO #SHIBADOGEARMY https://t.co/cFah6LGqNy",FALSE,0,NA,2022-04-29 18:05:04,FALSE,NA,"1520101877509148679",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kippermoon72",4,TRUE,FALSE,NA,NA
